"Date Made Public","Company","Location","Type of breach","Type of organization","Records Breached","Total Records","Description of incident","Information Source","Source URL"
"August 9, 2016","Newkirk Products, Inc.",", New York","HACK","MED","3466120","Unknown","Location of breached information: Network Server
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 10, 2016","Autism Home Support Services",", Illinois","DISC","MED","533","Unknown","The covered entity’s (CE) employee disclosed protected health information (PHI) to a university practicum student who contacted individuals by email to ask if they would like to participate in a survey related to autism. The PHI involved in the breach included the demographic information of approximately 533 individuals.  The CE provided breach notification to HHS and affected individuals.  Following the breach, the CE sanctioned and re-trained the involved employee and confirmed that the practicum student destroyed the PHI received.  OCR obtained documentation that the CE implemented the corrective actions listed above.
Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 10, 2016","Cardiology Associates",", Maryland","DISC","MED","907","Unknown","A Cardiology Associates’ employee mailed patients’ protected health information (PHI) to her personal email address without a legitimate business purpose.  The breach included the PHI of 907 individuals and included names, dates of birth, and social security numbers.  Following the breach, the covered entity (CE) sanctioned the employee, which included termination in this case, and notified the Federal Bureau of Investigation.  OCR reviewed the CE's risk assessment to ensure compliance with the Security Rule.  
Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 11, 2016","Rotech Healthcare Inc.",", Florida","DISC","MED","957","Unknown","Rotech Healthcare, Inc., the covered entity (“CE”), discovered that medical records from its electronic medical records system were printed, removed from the office, and recovered by the Secret Service.  The breach affected 957 patients in 27 states.  There were less than 500 individuals affected in any given state.  The records involved in the breach contained patients' names, social security numbers, patients' numbers, dates of birth, dates of death, addresses, phone numbers, and the names of the Rotech subsidiary companies from which the individual received healthcare services.  The CE sent timely breach notification to HHS and to affected individuals, and posted notification to its website.  The CE also offered two years of free identity protection to affected individuals.  In response to the breach, the CE revised its data monitoring policies and procedures, revised physical safeguards in office locations with the highest risk factors for a future breach, and sanctioned the employees alleged to have been involved in the breach.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 12, 2016","Valley Anesthesiology Consultants, Inc. d/b/a Valley Anesthesiology and Pain Consultants",", Arizona","HACK","MED","882590","Unknown","The covered entity (CE), Valley Anesthesiology Consultants, Inc., d/b/a Valley Anesthesiology and Pain Consultants, was acquired by Sheridan Healthcorp, Inc., and became its subsidiary.  A third party may have gained unauthorized access to the CE’s computer systems on March 30, 2016, affecting 88,590 individuals.  The types of electronic protected health information (ePHI) that were potentially accessed included demographic and clinical information.  In response to the breach, the CE immediately disabled the account through which unauthorized access was potentially gained.  A forensics firm investigated the breach and reported that approximately nine additional foreign internet protocol (IP) addresses attempted to use remote desktop protocols to access various parts of the CE’s computer systems using accounts with administrator privileges.  The CE “blacklisted” these IP addresses as the investigation continued in order to allow the firewall to block any attempts to access the electronic health record program through the remote desktop protocol.  The forensics firm also identified fifteen suspicious local accounts and three administration accounts that were potentially compromised.  The CE provided breach notification to HHS, affected individuals, and the media, and posted substitute notice in accordance with the Breach Notification Rule.  OCR provided technical assistance regarding the CE’s obligations to conduct a comprehensive and current security risk analysis and implement a corresponding risk management/mitigation plan to address any findings.  OCR also provided TA regarding the CE’s obligations to document evidence of its implemented security awareness training program, to include training material (not just email reminders), and a record of completion by workforce and management.  Additionally, OCR stated the expectation that the CE clarify why non-ePHI applications are not governed by the same user access review procedures.
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 12, 2016","Bon Secours Health System Incorporated",", Maryland","DISC","MED","651971","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 14, 2016","John E. Gonzalez DDS",", California","PHYS","MED","1025","Unknown","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 15, 2016","Phoenix Dental Care",", Tennessee","PHYS","MED","500","Unknown","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 15, 2016","New York State Office of Mental Health",", New York","HACK","MED","21880","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 18, 2016","Village of Oak Park, Illinois",", Illinois","DISC","MED","688","Unknown","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 19, 2016","Orleans Medical Clinic",", Indiana","HACK","MED","6890","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 19, 2016","The Outer Banks Hospital",", North Carolina","PHYS","MED","1000","Unknown","The covered entity (CE), Outer Banks Hospital, lost two unencrypted portable computer drives (""flash"" drives) containing the protected health information (PHI) of approximately 1,000 individuals during a move.  The types of PHI on the lost flash drives included names, addresses, birthdates, social security numbers, diagnoses/conditions, and other treatment information.  The CE provided breach notification to HHS, affected individuals, and the media.  In response to the breach, the CE retrained its workforce with respect to appropriate portable devices and media storage.  Additionally, the CE initiated the deployment of new technology on all computer workstations to detect and prevent PHI from being downloaded to portable storage media devices.  The CE also began using auto-encryption technology rather than relying on user actions to encrypt data and implemented related procedures.  Further, the CE  drafted a new procedure for physical practice acquisitions which includes a more thorough risk assessment of privacy and security components.  OCR obtained assurances that the CE implemented the corrective actions listed above.  
Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 22, 2016","SCAN Health Plan",", California","DISC","MED","87069","Unknown","Person(s) with electronic account access impermissibly used a sales database containing the protected health information of the covered entity's (CE) prospective and enrolled members.  Approximately 87,069 individuals were affected.  The electronic PHI (ePHI) involved in the breach included names, addresses, phone numbers, dates of birth, social security numbers (of 498 individuals), and sales call notes related to diagnoses/health conditions, medications, and physicians' names.  The CE provided breach notification to HHS, affected individual, and the media.   Following the breach, the CE implemented procedures to increase the monitoring of the database and enhanced its technical security procedures regarding authentication for database access.  OCR’s investigation resulted in the CE enhancing its practices for safeguarding ePHI.
Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 22, 2016","CalOptima",", California","DISC","MED","1000","Unknown","Location of breached information: Other Portable Electronic Device
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 23, 2016","Summit Medical Group, Inc. dba St. Elizabeth Physicians ",", Kentucky","DISC","MED","674","Unknown","The covered entity (CE), Summit Medical Group, Inc. dba St. Elizabeth Physicians, discovered that an employee at its Weight Management Center (WMC) sent an email on July 12, 2016, notifying recipients of an upcoming vitamin presentation, but inadvertently failed to blind copy the recipients. Recipients were able to see all other recipients’ email addresses. The email was sent to 811 addresses, but because some were undeliverable and some belonged to the CE’s employees, the CE calculated the number of individuals affected as 674. On August 23, 2016, the CE provided breach notification to HHS, affected individuals, and the media. In response to the breach and as a result of OCR’s investigation, the CE reviewed and adjusted its emailing procedures, sanctioned the WMC employee, and provided training to its leadership and the WMC workforce. Additionally, the employee who sent the email started a multi-session individual training program. OCR obtained assurances that the CE implemented the corrective actions listed above. 
Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 26, 2016","Planned Parenthood of Greater Washington and North Idaho",", Washington","DISC","MED","10700","Unknown","In August 2016, the covered entity (CE), Planned Parenthood of Greater Washington and North Idaho (PPGWNI), reported that its business associate (BA), athenahealth, inc., inadvertently sent some e-mails, inviting individuals to the CE's online portal, to the wrong addresses, The e-mails included the first and last names of 10,700 individuals.  Upon discovery of the breach, the CE and BA shut down the portal to determine the root cause of the breach and to implement additional safeguards.  The CE provided breach notification to HHS, affected individuals, and the media.  The BA and CE reestablished the online portal after re-confirming permissions and processes related to the business associate contract/relationship. OCR obtained documented assurances that the CE and BA implemented the corrective actions noted above.
Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 30, 2016","County of Los Angeles",", California","PHYS","MED","743","Unknown","Paper documents were stolen from an employee car, while off-site.  The paper documents contained the protected health information (PHI) of approximately 743 individuals.  The types of PHI involved in the breach included first and last names, dates of birth, medical record numbers, telephone numbers, gender information, names of treatment clinics, appointment types, date and time of appointment(s), and reasons for the examination and/or diagnosis.  Following the breach, the covered entity (CE) notified local law enforcement and re-trained staff.  The CE provided breach notification to HHS, affected individuals and the media.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 31, 2016","Center for Neurosurgical & Spine Disorders, LLC",", Louisiana","HACK","MED","824","Unknown","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"August 31, 2016","Willow Bend Dental",", Texas","PHYS","MED","625","Unknown","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 1, 2016","CHI Franciscan Healthcare Highline Medical Center",", Washington","DISC","MED","18399","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 2, 2016","Santa Cruz County Health Services Agency",", California","DISC","MED","25000","Unknown","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 2, 2016","Burrell Behavioral Health",", Missouri","DISC","MED","7748","Unknown","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 2, 2016","Medical College of Wisconsin",", Wisconsin","HACK","MED","3179","Unknown","An unauthorized third-party comprised the protected health information (PHI) found in an employee’s email account for a period of three days.  The compromised email account contained the PHI of 3,225 individuals. The types of PHI involved in the breach included full names, home addresses, dates of birth, medical record numbers, diagnoses, and/or treatment information, and the social security numbers of two patients.  The covered entity (CE), Medical College of Wisconsin, provided breach notification to HHS, affected individuals, and the media and also posted a substitute notice.  Following the breach, the CE retained a forensic firm, retrained the employee with the compromised email account, and implemented new safeguards.  OCR obtained written assurances that the CE implemented the actions listed above.
Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 7, 2016","Geisinger Health Plan",", Pennsylvania","DISC","MED","2814","Unknown","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 7, 2016","Decatur Health Systems ",", Kansas","PHYS","MED","707","Unknown","A CAT scan log binder containing protected health information (PHI) went missing from the covered entity (CE), Decatur Health Systems, sometime between July 22, 2016, and July 25, 2016.  The breach affected 707 individuals and the types of PHI contained in the binder included patients’ names, dates of birth, exam dates, diagnoses, ordering providers, and x-ray exposure levels.  The CE provided breach notification to HHS, affected individuals, and the media.  It also reported the incident to the proper law enforcement authorities.   In response to the breach the CE enhanced physical safeguards in every department.  Additionally, the CE implemented new privacy and security practices and retrained staff on its HIPAA policies and procedures.  The CE also revised its policy to clarify how patients and third parties can access PHI, including associated fees, and educated staff on the policy.  OCR obtained documentation that the CE implemented the corrective actions noted above.  
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 8, 2016","University Gastroenterology, Inc.",", Rhode Island","HACK","MED","15478","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 8, 2016","Man Alive, Inc. and Lane Treatment Center, LLC",", Maryland","HACK","MED","860","Unknown","The covered entity (CE), Man Alive, Inc. and Lane Treatment Center, reported that on September 8, 2016, through remote access, a cyber-attacker hacked the CE’s computer system and installed ransomware on an employee’s computer to gain unauthorized access into the electronic patient record system.  The CE determined that the hacker accessed and downloaded summary patient profiles and lists consisting of 860 patients’ names, birthdates, social security numbers, drug dosage information, insurance identification numbers, street addresses, phone numbers, employment status and some demographic data.  The CE immediately removed the infected computer from the network and any data that was subjected to malicious encryption was restored.  The CE provided breach notification to HHS, affected individuals, and the media, and also posted substitute notice on its website.  It also notified the FBI and vendor partners.  Following the breach, the CE disabled all user remote access with the exception of a few vendors and implemented a security appliance that performs virus scanning at the gateway level, blocks unwanted protocols by policy, and provides firewalls. The CE also strengthened the complexity requirements for all user passwords.  OCR obtained sufficient assurances that the CE implemented the corrective actions listed above.
Location of breached information: Desktop Computer, Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 9, 2016","Public Education Employees' Health Insurance Plan",", Alabama","DISC","MED","1349","Unknown","The covered entity (CE), Public Education Employees’ Health Insurance Plan, discovered that as a result of an information technology (IT) upgrade some documents that included protected health information (PHI) related to multiple members inadvertently became viewable to other members through its Member Online System (MOS).  The PHI involved in the breach included members’ and dependents’ names, program identification numbers, birth dates, and retirement dates pertaining to 1,349 individuals.  Some of the document also contained social security numbers.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE provided credit monitoring services to all affected individuals for 12 months at no cost to them.  In response to the breach, the CE investigated and worked in conjunction with Deloitte (the company hired to provide software and professional services for the new IT system) to revise the newly implemented software coding to terminate access to the documents involved in this incident.  The CE and Deloitte were able to apply an emergency fix on the same day that the incident was discovered.  Additionally, the CE revised its internal protocols for uploading documents. OCR obtained assurances that the CE implemented the corrective actions listed above.  
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 9, 2016","Martin Army Community Hospital",", Georgia","PHYS","MED","1000","Unknown","In December 2013 The IRS notified the covered entity (CE), Martin Army Community Hospital,that one of its employees was involved in identity theft activities.  This review was consolidated with another review of this CE.    
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 9, 2016","Asante",", Oregon","DISC","MED","2400","Unknown","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 9, 2016","U.S. HealthWorks",", California","PHYS","MED","1400","Unknown","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 12, 2016","Codman Square Health Center ",", Massachusetts","DISC","MED","3840","Unknown","A workforce member provided an unauthorized individual with the workforce member’s credentials so as to allow the individual access to the New England Health Exchange Network (NEHEN) via computer. The unauthorized individual was thus able to access the protected health information (PHI) of 102 patients of the covered entity (CE), Codman Square Health Center.  The types of PHI involved in the breach included patients’ names, addresses, birthdates, medical insurance information, and for patients receiving Medicaid, social security numbers.  The CE provided breach notification to the affected individuals, the media and HHS.  The CE also provided individuals fraud resolution and credit monitoring services at no cost.  Following discovery of the breach, the CE sanctioned the involved employees and re-trained all employees. As a result of OCR’s investigation, the CE revised its Breach Notification policy and implemented related procedures. 
Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 12, 2016","Pratap S. Kurra, M.D.",", California","PHYS","MED","2029","Unknown","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 13, 2016","King of Prussia Dental Associates",", Pennsylvania","HACK","MED","16228","Unknown","King of Prussia Dental Associates’ network server was hacked.  The breach affected the electronic protected health information (ePHI) of 16,768 individuals and included names, dates of birth, social security numbers, and addresses, as well as clinical information.  The covered entity (CE) provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE strengthened its technical safeguards, including its firewalls and anti-virus protection.  OCR reviewed the CE's risk analysis to ensure compliance with the Security Rule.  The CE provided OCR with assurances it would continue to strengthen its technical safeguards. 
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 15, 2016","Heritage Medical Partners, LLC",", South Carolina","DISC","MED","812","Unknown","The covered entity (CE), Heritage Medical Partners, while moving to a new facility, left medical records unsecured in the former facility from November 17, 2014 to January 22, 2015, affecting 1,019 individuals.  The types of protected health information (PHI) on the documents included patients' names, dates of birth, addresses, phone numbers, social security numbers, genders, ages, ethnicity, height and weight, facility names, treating physicians, dates of tests, and clinical information.  OCR provided technical assistance so that the CE provided breach notification to HHS, affected individuals, and the media, and on a website set up by the CE.  The CE was in the process of dissolving and stopped treating patients in December 2015.  The CE reported that medical records are stored in secure areas of the individual providers’ current facilities with access limited to authorized employees.  OCR provided technical assistance regarding proper retention and destruction of PHI.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 16, 2016","CHI Franciscan Health St. Clare Hospital and St. Joseph Medical Center",", Washington","DISC","MED","2818","Unknown","Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 19, 2016","KidsPeace",", Pennsylvania","PHYS","MED","1456","Unknown","The covered entity (CE), Kids Peace, discovered that a box of documents from the medical records department was missing.  It is believed that a custodian threw the box, which was left next to a wastepaper basket, in the trash.  The breach included the protected health information (PHI) of 1,456 individuals and included names, dates of birth, medical record and patient account numbers, and service dates.  Following the breach, the CE retrained staff and restricted custodians’ access to the medical records department.  Additionally, OCR reviewed the CE’s risk analysis to ensure compliance with the Security Rule.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 20, 2016","Ventura County Health Care Agency",", California","DISC","MED","777","Unknown","An employee took home paperwork containing the protected health information (PHI) of 777 individuals that was later recovered by an acquaintance of the employee and returned to the covered entity (CE), Ventura County Health Care Agency.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE also notified the California Department of Public Health.  Following the breach, the CE assigned all necessary employees for retraining, sanctioned the responsible employee, and sent a memo to all necessary staff prohibiting the removal of PHI from the facility.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 21, 2016","McLaren Greater Lansing Cardiovascular Group",", Michigan","DISC","MED","1000","Unknown","Location of breached information: Desktop Computer, Electronic Medical Record, Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 21, 2016","USC Keck and Norris Hospitals",", California","HACK","MED","16000","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 22, 2016","New Jersey Spine Center",", New Jersey","HACK","MED","28000","Unknown","Location of breached information: Electronic Medical Record, Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 23, 2016","Jennie Stuart Medical Center",", Kentucky","HACK","MED","1500","Unknown","Hackers placed ransomware on the covered entity's (CE) computer server.  The servers stored protected health information (PH)I—addresses, dates of birth, driver’s license data, names, social security numbers, claims information, credit card and bank account information, medical diagnoses, lab results, medications, and other treatment information—for approximately 1,500 individuals.  The data on the servers was encrypted and the hackers placed encryption on top of the CE’s encryption, preventing access by the CE.  The hackers demanded a ransom, which the CE paid.  After payment of the ransom, the CE re-gained access to the data on the server.  The CE hired a third party to perform a forensic investigation, and the CE provided a complete copy of the investigative report to OCR.  The CE also provided OCR with a detailed analysis of its risk assessment and its determination that the probability that data was compromised was very low. Out of an abundance of caution, the CE expanded its data security monitoring, updated its security management policies, and provided additional training to staff.  OCR obtained assurances that the CE implemented the actions listed above.
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 23, 2016","Hal Meadows, M.D.",", California","HACK","MED","6000","Unknown","Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 23, 2016","Central Ohio Urology Group, Inc.",", Ohio","HACK","MED","300000","Unknown","Electronic protected health information (ePHI) contained on the covered entity’s (CE) computer server was compromised by an unauthorized third-party from July 18 to August 2, 2016.  The PHI involved in the compromised server included full names, Social Security numbers, dates of birth, home addresses, drivers’ licenses, claims information, credit/bank account numbers, and treatment notes pertaining to 300,000 individuals.  The CE provided breach notification to HHS, affected individuals, and the media, and also posted substitute notice on its website.  Following the breach, the CE retained a forensic firm, conducted a new risk assessment, installed an enhanced firewall system, updated its anti-virus software, and implemented safeguards related to access.  OCR obtained written assurances that the CE implemented the corrective actions listed above. 
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 23, 2016","Group Health",", Washington","DISC","MED","668","Unknown","The covered entity (CE), through its business associate (BA), erroneously mailed coverage termination letters to the wrong members/patients.  The paper documents contained the protected health information (PHI) of approximately 668 individuals and included names, addresses, insurance group names, and medical record numbers.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE worked with the BA to take additional quality control steps.  OCR obtained assurances that the CE/BA implemented the corrective actions listed above.
Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 26, 2016","Prima Medical Foundation ",", California","HACK","MED","2933","Unknown","Medical Practice Concepts, Inc., a business associate (BA) that provides the covered entity (CE), Prima Medical Foundation, with business and health care system services, experienced a ransomware infection. A third party forensic firm hired to investigate this incident found no evidence that protected health information was accessed, viewed, or transferred.  However, the BA informed the CE that during the data restoration process one of their backup systems failed, causing the loss of certain information documented by the CE's physicians during the period from July 11, 2016 through July 26, 2016. OCR has consolidated the review of this case into a review of the BA.
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 27, 2016","Marin Healthcare District",", California","HACK","MED","2292","Unknown","Ransomware infected systems operated by the covered entity’s (CE) business associate (BA), Marin Medical Practice Concepts, Inc.  A third party forensic firm hired to investigate the incident found no evidence that patients’ personal, financial, or health information was accessed, viewed, or transferred.  However, during the restoration process, one of the BA’s backup systems failed, causing the loss of protected health information (PHI) documented by the CE’s physicians during the period from July 11, 2016 through July 26, 2016.  The PHI included vital signs, limited clinical histories, documentation of physical examinations, and records of the communications between patients and their physicians during their visits.  OCR consolidated this review with an existing review of the BA involved in this case.
Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 28, 2016","Thomasville Eye Center",", Georgia","DISC","MED","10891","Unknown","The covered entity (CE), Thomasville Eye Center, discovered that one of its employees opened a credit account for a patient without authorization. The employee was able to access patient names, addresses, dates of birth, Social Security numbers, and billing information. Although the CE only knows of one patient being impacted, the employee accessed records of 11,137 individuals during her employment, all of whom may have been affected. The CE provided breach notification to HHS, the individuals who may have been affected, the media, and on its website. Following the breach, the CE retrained employees and revised policies and procedures to limit employee access to protected information. OCR obtained assurances that the CE implemented the corrective actions listed above. The CE also terminated the employee involved, notified local law enforcement, and the FBI.
Location of breached information: Desktop Computer
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 29, 2016","San Juan Oncology Associates",", New Mexico","HACK","MED","500","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 29, 2016","Fred's Stores of Tennessee, Incorporated",", Tennessee","PHYS","MED","9624","Unknown","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 30, 2016","Urgent Care Clinic of Oxford",", Mississippi","HACK","MED","64000","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"September 30, 2016","University of Wisconsin Hospitals and Clinics Authority",", Wisconsin","DISC","MED","6923","Unknown","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 3, 2016","Rainbow Children's Clinic",", Texas","HACK","MED","33698","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 4, 2016","Francisco Jaume, D.O.",", Arizona","HACK","MED","14236","Unknown","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 4, 2016","Apria Healthcare",", California","DISC","MED","1987","Unknown","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 5, 2016","Baxter Regional Medical Center - Home Health Facility",", Arkansas","DISC","MED","2124","Unknown","On August 5, 2016, intruders broke into the covered entity (CE), Baxter Regional Medical Center, potentially breaching the protected health information (PHI) of approximately 2,124 individuals.  The intruders broke into locked offices which contained PHI in paper-based patient files although nothing appeared to be missing. Following the breach, the CE improved physical security. Additionally, it moved all non-current patient records to a secure, off-site storage facility and trained employees on its HIPAA practices. The CE provided breach notification to HHS, affected individuals, and the media. During OCR’s investigation, OCR reviewed the notification to HHS and provided technical assistance regarding the Breach Notification Rule.
Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 5, 2016","Napa Valley Dentistry",", California","PHYS","MED","4262","Unknown","Location of breached information: Other
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 6, 2016","The Seattle Indian Health Board",", Washington","HACK","MED","793","Unknown","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
"October 7, 2016","Genesis Physical Therapy, Inc.",", California","DISC","MED","2245","Unknown","Rehab Billing Solutions (RBS) is a business associate (BA), which handled the billing and medical records, for the covered entity (CE), Genesis Physical Therapy, Inc.  A third party impermissibly accessed protected health information (PHI) by exploiting a vulnerability in the BA’s application that stores scanned documents.  The demographic and/or financial information of 2,245 individuals was potentially involved in the breach.  The CE ended the BA agreement with this BA on August 31, 2016, and did not have access to the application at the time of the breach.  The CE provided breach notification to HHS, affected individuals and the media pursuant to the Breach Notification Rule.  In response to OCR’s investigation, the CE provided OCR with a copy of its BA agreement with RBS, which contained satisfactory assurances regarding safeguarding PHI pursuant to the requirements of the Privacy and Security Rules.
Location of breached information: Electronic Medical Record
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf"
